n,p,optimizer,epochs,batch_size,device,jit,latent,n_layers,time
2000,500,sgd,20,256,cuda,True,1000,1,0.3171718120574951
2000,500,sgd,20,256,cuda,True,1000,10,0.4634881019592285
2000,500,sgd,20,256,cuda,True,1000,20,0.6385319232940674
2000,500,sgd,20,256,cuda,False,100,1,0.31847524642944336
2000,500,sgd,20,256,cuda,False,100,10,0.5576889514923096
2000,500,sgd,20,256,cuda,False,100,20,0.6670782566070557
2000,500,sgd,20,256,cuda,False,1000,1,0.32276487350463867
2000,500,sgd,20,256,cuda,False,1000,10,0.49073314666748047
2000,500,sgd,20,256,cuda,False,1000,20,0.6726973056793213
2000,500,sgd,20,512,cpu,True,100,1,0.29168009757995605
2000,500,sgd,20,512,cpu,True,100,10,0.6116135120391846
2000,500,sgd,20,512,cpu,True,100,20,0.8296711444854736
2000,500,sgd,20,512,cpu,True,1000,1,0.37101292610168457
2000,500,sgd,20,512,cpu,True,1000,10,3.0798211097717285
2000,500,sgd,20,512,cpu,True,1000,20,6.173633098602295
2000,500,sgd,20,512,cpu,False,100,1,0.29379892349243164
2000,500,sgd,20,512,cpu,False,100,10,0.5268189907073975
2000,500,sgd,20,512,cpu,False,100,20,0.8462653160095215
2000,500,sgd,20,512,cpu,False,1000,1,0.36197352409362793
2000,500,sgd,20,512,cpu,False,1000,10,3.035339832305908
2000,500,sgd,20,512,cpu,False,1000,20,5.9922356605529785
2000,500,sgd,20,512,cuda,True,100,1,0.37285852432250977
2000,500,sgd,20,512,cuda,True,100,10,0.33318519592285156
2000,500,sgd,20,512,cuda,True,100,20,0.4206252098083496
2000,500,sgd,20,512,cuda,True,1000,1,0.25908684730529785
2000,500,sgd,20,512,cuda,True,1000,10,0.41323280334472656
2000,500,sgd,20,512,cuda,True,1000,20,0.4895780086517334
2000,500,sgd,20,512,cuda,False,100,1,0.2536029815673828
2000,500,sgd,20,512,cuda,False,100,10,0.33369922637939453
2000,500,sgd,20,512,cuda,False,100,20,0.5132286548614502
2000,500,sgd,20,512,cuda,False,1000,1,0.25353097915649414
2000,500,sgd,20,512,cuda,False,1000,10,0.34090733528137207
2000,500,sgd,20,512,cuda,False,1000,20,0.48526501655578613
