"","n","p","epochs","batch_size","device","jit","latent","n_layers","init_max_memory","time"
"244",2000,100,20,16,"cuda",FALSE,100,5,FALSE,25.5061848163605
"245",2000,250,20,16,"cuda",FALSE,100,5,FALSE,24.9721965789795
"246",2000,500,20,16,"cuda",FALSE,100,5,FALSE,28.4571986198425
"247",2000,100,20,128,"cuda",FALSE,100,5,FALSE,3.26733589172363
"248",2000,250,20,128,"cuda",FALSE,100,5,FALSE,3.32966804504395
"249",2000,500,20,128,"cuda",FALSE,100,5,FALSE,3.26576709747314
"250",2000,100,20,256,"cuda",FALSE,100,5,FALSE,1.73799443244934
"251",2000,250,20,256,"cuda",FALSE,100,5,FALSE,1.69876551628113
"252",2000,500,20,256,"cuda",FALSE,100,5,FALSE,1.71200132369995
"253",2000,100,20,16,"cpu",TRUE,500,5,FALSE,1.10809014240901
"254",2000,250,20,16,"cpu",TRUE,500,5,FALSE,1.09597949981689
"255",2000,500,20,16,"cpu",TRUE,500,5,FALSE,1.23960872491201
"256",2000,100,20,128,"cpu",TRUE,500,5,FALSE,9.79830527305603
"257",2000,250,20,128,"cpu",TRUE,500,5,FALSE,9.39140319824219
"258",2000,500,20,128,"cpu",TRUE,500,5,FALSE,11.0740053653717
"259",2000,100,20,256,"cpu",TRUE,500,5,FALSE,5.48159956932068
"260",2000,250,20,256,"cpu",TRUE,500,5,FALSE,5.39751219749451
"261",2000,500,20,256,"cpu",TRUE,500,5,FALSE,6.05734825134277
"262",2000,100,20,16,"cuda",TRUE,500,5,FALSE,24.1336162090302
"263",2000,250,20,16,"cuda",TRUE,500,5,FALSE,24.1026916503906
"264",2000,500,20,16,"cuda",TRUE,500,5,FALSE,25.0300920009613
"265",2000,100,20,128,"cuda",TRUE,500,5,FALSE,3.56466960906982
"266",2000,250,20,128,"cuda",TRUE,500,5,FALSE,3.5961606502533
"267",2000,500,20,128,"cuda",TRUE,500,5,FALSE,3.59741759300232
"268",2000,100,20,256,"cuda",TRUE,500,5,FALSE,2.15486931800842
"269",2000,250,20,256,"cuda",TRUE,500,5,FALSE,2.15881133079529
"270",2000,500,20,256,"cuda",TRUE,500,5,FALSE,2.13622760772705
"271",2000,100,20,16,"cpu",FALSE,500,5,FALSE,45.5081417560577
"272",2000,250,20,16,"cpu",FALSE,500,5,FALSE,46.3375675678253
"273",2000,500,20,16,"cpu",FALSE,500,5,FALSE,45.8364419937134
"274",2000,100,20,128,"cpu",FALSE,500,5,FALSE,6.75232696533203
"275",2000,250,20,128,"cpu",FALSE,500,5,FALSE,6.77673029899597
"276",2000,500,20,128,"cpu",FALSE,500,5,FALSE,7.54422926902771
"277",2000,100,20,256,"cpu",FALSE,500,5,FALSE,4.14751839637756
"278",2000,250,20,256,"cpu",FALSE,500,5,FALSE,4.24138355255127
"279",2000,500,20,256,"cpu",FALSE,500,5,FALSE,4.22219944000244
"280",2000,100,20,16,"cuda",FALSE,500,5,FALSE,25.6420040130615
"281",2000,250,20,16,"cuda",FALSE,500,5,FALSE,25.3255796432495
"282",2000,500,20,16,"cuda",FALSE,500,5,FALSE,25.9302823543549
"283",2000,100,20,128,"cuda",FALSE,500,5,FALSE,3.33560180664062
"284",2000,250,20,128,"cuda",FALSE,500,5,FALSE,3.37060880661011
"285",2000,500,20,128,"cuda",FALSE,500,5,FALSE,3.34739518165588
"286",2000,100,20,256,"cuda",FALSE,500,5,FALSE,1.72294044494629
"287",2000,250,20,256,"cuda",FALSE,500,5,FALSE,1.74522876739502
"288",2000,500,20,256,"cuda",FALSE,500,5,FALSE,1.96893692016602
"289",2000,100,20,16,"cpu",TRUE,1000,5,FALSE,2.60235569079717
"290",2000,250,20,16,"cpu",TRUE,1000,5,FALSE,2.94468863805135
"291",2000,500,20,16,"cpu",TRUE,1000,5,FALSE,2.6236696879069
"292",2000,100,20,128,"cpu",TRUE,1000,5,FALSE,22.5505986213684
"293",2000,250,20,128,"cpu",TRUE,1000,5,FALSE,23.3148853778839
