"n","p","optimizer","epochs","batch_size","device","jit","latent","n_layers","time_Python","time_R","loss_Python","loss_R","time_se_Python","time_se_R","n_batches"
2000,1000,"adam",5,128,"cuda",TRUE,1000,4,0.157363712787628,1.79225523471832,463.374572753906,457.07958984375,0.00479008944084554,0.0581812893081381,80
2000,1000,"adam",5,128,"cuda",TRUE,1000,16,0.528941512107849,4.3338085770607,762.450622558594,1054.58239746094,0.00259571000847866,0.109795364258924,80
2000,1000,"adam",5,128,"cuda",TRUE,2000,1,0.0998139381408691,1.69502367973328,0.00302681373432279,0.00302674295380712,0.00150000604522347,0.533320968922968,80
2000,1000,"adam",5,128,"cuda",TRUE,2000,4,0.345229148864746,2.0363242149353,892.262512207031,268.280975341797,0.00497891367613376,0.253880577650227,80
2000,1000,"adam",5,128,"cuda",TRUE,2000,16,1.73060446977615,13.5203038692474,511.053131103516,1032.5283203125,0.0313245792256921,4.32613702260521,80
2000,1000,"adam",5,1024,"cuda",FALSE,500,1,0.0183453440666199,0.201311719417572,675.848205566406,675.848266601562,0.000529096525841839,0.0149252858593355,10
2000,1000,"adam",5,1024,"cuda",FALSE,500,4,0.0288647055625916,0.442484271526337,72.6884231567383,72.7444915771484,0.000921792126358743,0.168335749402295,10
2000,1000,"adam",5,1024,"cuda",FALSE,500,16,0.06966952085495,0.711115026473999,947.209045410156,947.209045410156,0.0051880490848765,0.114184384619825,10
2000,1000,"adam",5,1024,"cuda",FALSE,1000,1,0.0195318937301636,0.232746160030365,528.962829589844,528.962890625,0.000862860812480148,0.0499387713165488,10
2000,1000,"adam",5,1024,"cuda",FALSE,1000,4,0.0278948187828064,0.291459369659424,99.1288833618164,99.1700592041016,0.00157799373979586,0.0145084654108898,10
2000,1000,"adam",5,1024,"cuda",FALSE,1000,16,0.152236127853394,0.608111929893494,946.762084960938,947.124877929688,0.0107454733129816,0.0314520687562136,10
2000,1000,"adam",5,1024,"cuda",FALSE,2000,1,0.0188682079315186,0.221547293663025,319.291351318359,319.291412353516,0.000604794967050782,0.0246599932129021,10
2000,1000,"adam",5,1024,"cuda",FALSE,2000,4,0.0292979001998901,0.486608612537384,44.2722015380859,44.2699928283691,0.00145503365604534,0.101656410793265,10
2000,1000,"adam",5,1024,"cuda",FALSE,2000,16,0.405193209648132,1.54939980506897,947.141967773438,947.423034667969,0.014778246873228,0.0270869748710722,10
2000,1000,"adam",5,1024,"cuda",TRUE,500,1,0.0170233845710754,0.74067165851593,675.848205566406,675.848266601562,0.000667578280333005,0.059111580850258,10
2000,1000,"adam",5,1024,"cuda",TRUE,500,4,0.0291939377784729,1.43497791290283,72.6884231567383,72.7438507080078,0.00192628350988438,0.624847126904756,10
2000,1000,"adam",5,1024,"cuda",TRUE,500,16,0.0679850220680237,1.29655686616898,947.209045410156,947.209045410156,0.0050189536631193,0.012051752647714,10
2000,1000,"adam",5,1024,"cuda",TRUE,1000,1,0.0172884464263916,0.863989412784576,528.962829589844,528.962890625,0.0005075430322707,0.161777679899465,10
2000,1000,"adam",5,1024,"cuda",TRUE,1000,4,0.0283879637718201,0.836075067520141,99.1288833618164,99.1700439453125,0.00240361104510172,0.0231502031001677,10
2000,1000,"adam",5,1024,"cuda",TRUE,1000,16,0.146604061126709,1.23656017780304,946.762084960938,947.11279296875,0.00749914707727215,0.0198889636230696,10
2000,1000,"adam",5,1024,"cuda",TRUE,2000,1,0.0211542367935181,0.984500813484192,319.291351318359,319.291412353516,0.00314505700044953,0.297689261515534,10
2000,1000,"adam",5,1024,"cuda",TRUE,2000,4,0.0302898287773132,0.877816534042358,44.2722015380859,44.2705383300781,0.000860147357377558,0.0371719685901766,10
2000,1000,"adam",5,1024,"cuda",TRUE,2000,16,0.409427440166473,3.26406275033951,947.141967773438,946.704650878906,0.0100586394914798,1.20185258680075,10
2000,1000,"sgd",5,16,"cuda",FALSE,500,1,0.770240592956543,2.44201426506043,0.317910194396973,0.317910194396973,0.237673167524748,0.211766276575564,625
2000,1000,"sgd",5,16,"cuda",FALSE,500,4,0.981038653850555,4.36942157745361,306.466491699219,306.466491699219,0.052710503461944,0.602734109126754,625
2000,1000,"sgd",5,16,"cuda",FALSE,500,16,2.73246266841888,11.2178354382515,695.620971679688,695.620971679688,0.250717836364246,0.802503278100847,625
2000,1000,"sgd",5,16,"cuda",FALSE,1000,1,0.587813949584961,2.66373224258423,0.317465305328369,0.317465305328369,0.0329814438156596,0.325295243659975,625
2000,1000,"sgd",5,16,"cuda",FALSE,1000,4,1.06215380430222,7.71378593444824,729.288208007812,729.288208007812,0.081048980944391,3.86013576638996,625
2000,1000,"sgd",5,16,"cuda",FALSE,1000,16,3.10495067834854,10.764767229557,695.654296875,695.654296875,0.367821745780666,0.216982137694791,625
2000,1000,"sgd",5,16,"cuda",FALSE,2000,1,0.600091457366943,2.65616475343704,0.173641175031662,0.173641175031662,0.0352779165561749,0.436167199079075,625
2000,1000,"sgd",5,16,"cuda",FALSE,2000,4,1.06882447004318,4.11135652065277,209.176879882812,209.176879882812,0.0772985876393628,0.370643021802093,625
2000,1000,"sgd",5,16,"cuda",FALSE,2000,16,3.84431523084641,10.3094502806664,695.658325195312,695.658325195312,0.0469122265564191,0.335439702889544,625
2000,1000,"sgd",5,16,"cuda",TRUE,500,1,0.554222059249878,2.823033618927,0.317910194396973,0.317905783653259,0.0237127969653424,0.195428102433541,625
2000,1000,"sgd",5,16,"cuda",TRUE,500,4,0.935825967788696,6.18432221412659,306.466491699219,221.627700805664,0.0448637146085814,2.68801865838257,625
2000,1000,"sgd",5,16,"cuda",TRUE,500,16,2.44544508457184,10.0386941790581,695.620971679688,695.620971679688,0.140669501371658,2.3002959124598,625
2000,1000,"sgd",5,16,"cuda",TRUE,1000,1,0.610434222221375,4.86332812309266,0.317465305328369,0.317461937665939,0.0477450415884455,2.20064542693778,625
2000,1000,"sgd",5,16,"cuda",TRUE,1000,4,0.985219168663025,3.77457721233368,729.288208007812,367.103302001953,0.0455301182702486,0.182314162996492,625
2000,1000,"sgd",5,16,"cuda",TRUE,1000,16,2.67758623361588,8.55412969589234,695.654296875,695.654296875,0.153342144633372,0.750164915909071,625
2000,1000,"sgd",5,16,"cuda",TRUE,2000,1,0.786732006072998,2.98715108633041,0.173641175031662,0.173644304275513,0.258355033004151,0.41795900547237,625
2000,1000,"sgd",5,16,"cuda",TRUE,2000,4,0.953786897659302,4.29632087945938,209.176879882812,147.118194580078,0.0348186453716519,0.566468861338802,625
2000,1000,"sgd",5,16,"cuda",TRUE,2000,16,3.80371578931808,7.95321955680847,695.658325195312,695.658203125,0.0544736766028334,0.117648865720055,625
2000,1000,"sgd",5,128,"cuda",FALSE,500,1,0.0776514172554016,0.428313219547272,1.02100193500519,1.02100193500519,0.00186177564726077,0.0281394031074432,80
2000,1000,"sgd",5,128,"cuda",FALSE,500,4,0.143442142009735,0.949179732799529,1046.111328125,1046.111328125,0.00620690010846188,0.382733328605893,80
2000,1000,"sgd",5,128,"cuda",FALSE,500,16,0.367088425159454,1.69295351505279,1061.37561035156,1061.37561035156,0.0102299548427258,0.222804950049449,80
2000,1000,"sgd",5,128,"cuda",FALSE,1000,1,0.0789595603942871,0.465847456455231,0.800769925117493,0.800769925117493,0.00224259510374475,0.0916105202735891,80
2000,1000,"sgd",5,128,"cuda",FALSE,1000,4,0.139560222625732,0.607603812217712,1002.3798828125,1002.3798828125,0.0109647759124822,0.0341310925623231,80
2000,1000,"sgd",5,128,"cuda",FALSE,1000,16,0.372044956684113,1.53824722766876,1061.201171875,1061.201171875,0.0353940814537614,0.148294404638905,80
2000,1000,"sgd",5,128,"cuda",FALSE,2000,1,0.108174479007721,0.402357769012451,0.527405440807343,0.527405440807343,0.0317521746693697,0.0114692970027079,80
2000,1000,"sgd",5,128,"cuda",FALSE,2000,4,0.183736073970795,0.864844167232514,688.4052734375,688.4052734375,0.00631828601631421,0.2451679728081,80
2000,1000,"sgd",5,128,"cuda",FALSE,2000,16,0.803491425514221,1.71524195671082,1061.30151367188,1061.30151367188,0.0121993540417905,0.112334108023928,80
2000,1000,"sgd",5,128,"cuda",TRUE,500,1,0.101597702503204,0.92972731590271,1.02100193500519,1.02099752426147,0.0256706162534452,0.0849877478234206,80
2000,1000,"sgd",5,128,"cuda",TRUE,500,4,0.197537744045258,1.56696898937225,1046.111328125,1046.12292480469,0.0728890268511341,0.571865460568352,80
2000,1000,"sgd",5,128,"cuda",TRUE,500,16,0.385996913909912,1.60787782669067,1061.37561035156,1061.37561035156,0.0613906926216688,0.0237904502315047,80
2000,1000,"sgd",5,128,"cuda",TRUE,1000,1,0.092637038230896,1.36494219303131,0.800769925117493,0.800794303417206,0.0202811124742466,0.541181225746427,80
2000,1000,"sgd",5,128,"cuda",TRUE,1000,4,0.131227731704712,1.0034118771553,1002.3798828125,977.531555175781,0.00188049112161647,0.0362849386123901,80
2000,1000,"sgd",5,128,"cuda",TRUE,1000,16,0.3302863240242,1.65553992986679,1061.201171875,1061.201171875,0.00928133086325359,0.0260270382185435,80
2000,1000,"sgd",5,128,"cuda",TRUE,2000,1,0.0798009395599365,1.10199230909347,0.527405440807343,0.527404844760895,0.00146492135595985,0.284803620785032,80
2000,1000,"sgd",5,128,"cuda",TRUE,2000,4,0.185563015937805,1.772536444664,688.4052734375,1031.73266601562,0.00443559490092783,0.782129171458338,80
2000,1000,"sgd",5,128,"cuda",TRUE,2000,16,0.807846581935883,2.78532776832581,1061.30151367188,1061.30151367188,0.0118855279147853,0.871151855339137,80
2000,1000,"sgd",5,1024,"cuda",FALSE,500,1,0.0165613532066345,0.129943823814392,923.6044921875,923.6044921875,0.00104924146535181,0.00834731512503325,10
2000,1000,"sgd",5,1024,"cuda",FALSE,500,4,0.0268907189369202,0.245719230175018,947.344604492188,947.344604492188,0.00256416484368229,0.0858522872994675,10
2000,1000,"sgd",5,1024,"cuda",FALSE,500,16,0.0536125421524048,0.266387259960174,947.457824707031,947.457824707031,0.00261974444924974,0.0235788048946999,10
2000,1000,"sgd",5,1024,"cuda",FALSE,1000,1,0.0167768955230713,0.145589923858643,917.284118652344,917.284118652344,0.00104403656367547,0.0280893346422027,10
2000,1000,"sgd",5,1024,"cuda",FALSE,1000,4,0.0233887910842896,0.161485731601715,947.286010742188,947.286010742188,0.00141675645159662,0.01263113421194,10
2000,1000,"sgd",5,1024,"cuda",FALSE,1000,16,0.131616234779358,0.288499891757965,947.48193359375,947.48193359375,0.00964831378041303,0.00577036423130197,10
2000,1000,"sgd",5,1024,"cuda",FALSE,2000,1,0.0182332158088684,0.160486114025116,900.602294921875,900.602294921875,0.00206908987089307,0.026219864184336,10
2000,1000,"sgd",5,1024,"cuda",FALSE,2000,4,0.0248885273933411,0.273827028274536,947.19091796875,947.19091796875,0.00126617452061556,0.0459502621071979,10
2000,1000,"sgd",5,1024,"cuda",FALSE,2000,16,0.288246512413025,0.83531504869461,947.464111328125,947.464111328125,0.00928347638130902,0.0185507031940737,10
2000,1000,"sgd",5,1024,"cuda",TRUE,500,1,0.013933265209198,0.668883311748505,923.6044921875,923.6044921875,0.000443720283309073,0.041911569745958,10
2000,1000,"sgd",5,1024,"cuda",TRUE,500,4,0.0219219446182251,1.15843240022659,947.344604492188,947.344604492188,0.000901469176739795,0.492321741840434,10
2000,1000,"sgd",5,1024,"cuda",TRUE,500,16,0.0553069591522217,0.888494491577148,947.457824707031,947.457824707031,0.00302733092607407,0.0113175409273072,10
2000,1000,"sgd",5,1024,"cuda",TRUE,1000,1,0.0144485235214233,0.730712854862213,917.284118652344,917.284118652344,0.000417525975928311,0.0819515270811058,10
2000,1000,"sgd",5,1024,"cuda",TRUE,1000,4,0.0209077715873718,0.695916998386383,947.286010742188,947.286010742188,0.000389337175340963,0.0204689867029869,10
2000,1000,"sgd",5,1024,"cuda",TRUE,1000,16,0.13735363483429,0.977771592140198,947.48193359375,947.48193359375,0.0111964512557253,0.0249304711815154,10
2000,1000,"sgd",5,1024,"cuda",TRUE,2000,1,0.0149006009101868,0.880497992038726,900.602294921875,900.602355957031,0.000629352505305801,0.247467581071771,10
2000,1000,"sgd",5,1024,"cuda",TRUE,2000,4,0.0258971691131592,0.795673334598541,947.19091796875,947.19091796875,0.00320970948109197,0.02763907383694,10
2000,1000,"sgd",5,1024,"cuda",TRUE,2000,16,0.291460227966309,1.74656176567078,947.464111328125,947.464111328125,0.0101355397531437,0.423688149725103,10
