"","n","p","optimizer","epochs","batch_size","device","jit","latent","n_layers","init_max_memory","time1","time2","loss"
"201",2000,500,"adam",20,512,"cpu",TRUE,100,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"202",2000,500,"sgd",20,512,"cpu",TRUE,100,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"203",2000,500,"adam",40,512,"cpu",TRUE,100,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"204",2000,500,"sgd",40,512,"cpu",TRUE,100,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"205",2000,500,"adam",20,16,"cuda",TRUE,100,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"206",2000,500,"sgd",20,16,"cuda",TRUE,100,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"207",2000,500,"adam",40,16,"cuda",TRUE,100,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"208",2000,500,"sgd",40,16,"cuda",TRUE,100,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"209",2000,500,"adam",20,256,"cuda",TRUE,100,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"210",2000,500,"sgd",20,256,"cuda",TRUE,100,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"211",2000,500,"adam",40,256,"cuda",TRUE,100,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"212",2000,500,"sgd",40,256,"cuda",TRUE,100,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"213",2000,500,"adam",20,512,"cuda",TRUE,100,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"214",2000,500,"sgd",20,512,"cuda",TRUE,100,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"215",2000,500,"adam",40,512,"cuda",TRUE,100,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"216",2000,500,"sgd",40,512,"cuda",TRUE,100,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"217",2000,500,"adam",20,16,"cpu",FALSE,100,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"218",2000,500,"sgd",20,16,"cpu",FALSE,100,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"219",2000,500,"adam",40,16,"cpu",FALSE,100,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"220",2000,500,"sgd",40,16,"cpu",FALSE,100,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"221",2000,500,"adam",20,256,"cpu",FALSE,100,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"222",2000,500,"sgd",20,256,"cpu",FALSE,100,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"223",2000,500,"adam",40,256,"cpu",FALSE,100,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
"224",2000,500,"sgd",40,256,"cpu",FALSE,100,20,FALSE,3.14681077003479,5.99968123435974,0.00408929260447621
"225",2000,500,"adam",20,512,"cpu",FALSE,100,20,FALSE,6.79458165168762,13.1138119697571,0.0317014269530773
