"","n","p","epochs","batch_size","device","jit","latent","n_layers","init_max_memory","time"
"108",2000,500,20,256,"cuda",FALSE,1000,1,FALSE,0.804183006286621
"109",2000,100,20,16,"cpu",TRUE,100,5,FALSE,24.0888895988464
"110",2000,250,20,16,"cpu",TRUE,100,5,FALSE,24.6201674938202
"111",2000,500,20,16,"cpu",TRUE,100,5,FALSE,27.3876965045929
"112",2000,100,20,128,"cpu",TRUE,100,5,FALSE,3.80014634132385
"113",2000,250,20,128,"cpu",TRUE,100,5,FALSE,4.18207287788391
"114",2000,500,20,128,"cpu",TRUE,100,5,FALSE,4.78397703170776
"115",2000,100,20,256,"cpu",TRUE,100,5,FALSE,2.40160393714905
"116",2000,250,20,256,"cpu",TRUE,100,5,FALSE,2.53646922111511
"117",2000,500,20,256,"cpu",TRUE,100,5,FALSE,2.73839044570923
"118",2000,100,20,16,"cuda",TRUE,100,5,FALSE,23.3283171653748
"119",2000,250,20,16,"cuda",TRUE,100,5,FALSE,23.7254943847656
"120",2000,500,20,16,"cuda",TRUE,100,5,FALSE,23.5370852947235
"121",2000,100,20,128,"cuda",TRUE,100,5,FALSE,3.463782787323
"122",2000,250,20,128,"cuda",TRUE,100,5,FALSE,3.46605658531189
"123",2000,500,20,128,"cuda",TRUE,100,5,FALSE,3.52037262916565
"124",2000,100,20,256,"cuda",TRUE,100,5,FALSE,2.10405087471008
"125",2000,250,20,256,"cuda",TRUE,100,5,FALSE,2.07199907302856
"126",2000,500,20,256,"cuda",TRUE,100,5,FALSE,2.08132290840149
"127",2000,100,20,16,"cpu",FALSE,100,5,FALSE,25.3600776195526
"128",2000,250,20,16,"cpu",FALSE,100,5,FALSE,26.2054941654205
"129",2000,500,20,16,"cpu",FALSE,100,5,FALSE,29.3394842147827
"130",2000,100,20,128,"cpu",FALSE,100,5,FALSE,3.67323970794678
"131",2000,250,20,128,"cpu",FALSE,100,5,FALSE,4.08401656150818
"132",2000,500,20,128,"cpu",FALSE,100,5,FALSE,4.30254220962524
"133",2000,100,20,256,"cpu",FALSE,100,5,FALSE,2.06897974014282
"134",2000,250,20,256,"cpu",FALSE,100,5,FALSE,2.20868587493896
"135",2000,500,20,256,"cpu",FALSE,100,5,FALSE,2.3932044506073
"136",2000,100,20,16,"cuda",FALSE,100,5,FALSE,25.0146820545197
"137",2000,250,20,16,"cuda",FALSE,100,5,FALSE,25.0352237224579
"138",2000,500,20,16,"cuda",FALSE,100,5,FALSE,25.6971213817596
"139",2000,100,20,128,"cuda",FALSE,100,5,FALSE,3.30207133293152
"140",2000,250,20,128,"cuda",FALSE,100,5,FALSE,3.22588276863098
"141",2000,500,20,128,"cuda",FALSE,100,5,FALSE,3.26421594619751
"142",2000,100,20,256,"cuda",FALSE,100,5,FALSE,1.69121193885803
"143",2000,250,20,256,"cuda",FALSE,100,5,FALSE,1.67246174812317
"144",2000,500,20,256,"cuda",FALSE,100,5,FALSE,1.69376587867737
"145",2000,100,20,16,"cpu",TRUE,500,5,FALSE,63.4883286952972
"146",2000,250,20,16,"cpu",TRUE,500,5,FALSE,63.5007274150848
"147",2000,500,20,16,"cpu",TRUE,500,5,FALSE,73.1214928627014
"148",2000,100,20,128,"cpu",TRUE,500,5,FALSE,9.09476709365845
"149",2000,250,20,128,"cpu",TRUE,500,5,FALSE,10.0161623954773
"150",2000,500,20,128,"cpu",TRUE,500,5,FALSE,10.850545167923
"151",2000,100,20,256,"cpu",TRUE,500,5,FALSE,5.1241660118103
"152",2000,250,20,256,"cpu",TRUE,500,5,FALSE,5.27636790275574
"153",2000,500,20,256,"cpu",TRUE,500,5,FALSE,5.88557386398315
"154",2000,100,20,16,"cuda",TRUE,500,5,FALSE,23.8659379482269
"155",2000,250,20,16,"cuda",TRUE,500,5,FALSE,24.1332821846008
"156",2000,500,20,16,"cuda",TRUE,500,5,FALSE,24.8621542453766
"157",2000,100,20,128,"cuda",TRUE,500,5,FALSE,3.51985216140747
"158",2000,250,20,128,"cuda",TRUE,500,5,FALSE,3.61319422721863
"159",2000,500,20,128,"cuda",TRUE,500,5,FALSE,3.55460023880005
"160",2000,100,20,256,"cuda",TRUE,500,5,FALSE,2.13306474685669
"161",2000,250,20,256,"cuda",TRUE,500,5,FALSE,2.14124035835266
"162",2000,500,20,256,"cuda",TRUE,500,5,FALSE,2.1447286605835
"163",2000,100,20,16,"cpu",FALSE,500,5,FALSE,44.0667734146118
"164",2000,250,20,16,"cpu",FALSE,500,5,FALSE,49.0350699424744
"165",2000,500,20,16,"cpu",FALSE,500,5,FALSE,45.2973058223724
"166",2000,100,20,128,"cpu",FALSE,500,5,FALSE,6.8792839050293
"167",2000,250,20,128,"cpu",FALSE,500,5,FALSE,6.84395861625671
"168",2000,500,20,128,"cpu",FALSE,500,5,FALSE,6.94864225387573
"169",2000,100,20,256,"cpu",FALSE,500,5,FALSE,4.07902956008911
"170",2000,250,20,256,"cpu",FALSE,500,5,FALSE,4.16975617408752
"171",2000,500,20,256,"cpu",FALSE,500,5,FALSE,4.33675932884216
"172",2000,100,20,16,"cuda",FALSE,500,5,FALSE,29.9785106182098
"173",2000,250,20,16,"cuda",FALSE,500,5,FALSE,29.9096755981445
"174",2000,500,20,16,"cuda",FALSE,500,5,FALSE,29.8379514217377
"175",2000,100,20,128,"cuda",FALSE,500,5,FALSE,3.32298874855042
"176",2000,250,20,128,"cuda",FALSE,500,5,FALSE,3.37151002883911
"177",2000,500,20,128,"cuda",FALSE,500,5,FALSE,3.46099519729614
"178",2000,100,20,256,"cuda",FALSE,500,5,FALSE,1.73237204551697
"179",2000,250,20,256,"cuda",FALSE,500,5,FALSE,1.72204995155334
"180",2000,500,20,256,"cuda",FALSE,500,5,FALSE,1.74705195426941
"181",2000,100,20,16,"cpu",TRUE,1000,5,FALSE,153.361798763275
"182",2000,250,20,16,"cpu",TRUE,1000,5,FALSE,162.307956457138
"183",2000,500,20,16,"cpu",TRUE,1000,5,FALSE,161.639643192291
"184",2000,100,20,128,"cpu",TRUE,1000,5,FALSE,21.9082384109497
"185",2000,250,20,128,"cpu",TRUE,1000,5,FALSE,22.5471692085266
"186",2000,500,20,128,"cpu",TRUE,1000,5,FALSE,25.2888085842133
"187",2000,100,20,256,"cpu",TRUE,1000,5,FALSE,12.5891678333282
"188",2000,250,20,256,"cpu",TRUE,1000,5,FALSE,12.11199259758
"189",2000,500,20,256,"cpu",TRUE,1000,5,FALSE,14.0515549182892
"190",2000,100,20,16,"cuda",TRUE,1000,5,FALSE,24.6093783378601
"191",2000,250,20,16,"cuda",TRUE,1000,5,FALSE,24.5805456638336
"192",2000,500,20,16,"cuda",TRUE,1000,5,FALSE,24.1546556949615
"193",2000,100,20,128,"cuda",TRUE,1000,5,FALSE,3.58264589309692
"194",2000,250,20,128,"cuda",TRUE,1000,5,FALSE,3.56678509712219
"195",2000,500,20,128,"cuda",TRUE,1000,5,FALSE,3.5407497882843
"196",2000,100,20,256,"cuda",TRUE,1000,5,FALSE,2.09826970100403
"197",2000,250,20,256,"cuda",TRUE,1000,5,FALSE,2.08014631271362
"198",2000,500,20,256,"cuda",TRUE,1000,5,FALSE,2.07451152801514
"199",2000,100,20,16,"cpu",FALSE,1000,5,FALSE,68.3930876255035
"200",2000,250,20,16,"cpu",FALSE,1000,5,FALSE,70.66703748703
"201",2000,500,20,16,"cpu",FALSE,1000,5,FALSE,68.6823489665985
"202",2000,100,20,128,"cpu",FALSE,1000,5,FALSE,11.8668854236603
"203",2000,250,20,128,"cpu",FALSE,1000,5,FALSE,11.413001537323
"204",2000,500,20,128,"cpu",FALSE,1000,5,FALSE,11.9199848175049
"205",2000,100,20,256,"cpu",FALSE,1000,5,FALSE,12.3701937198639
"206",2000,250,20,256,"cpu",FALSE,1000,5,FALSE,11.9725069999695
"207",2000,500,20,256,"cpu",FALSE,1000,5,FALSE,9.85445284843445
"208",2000,100,20,16,"cuda",FALSE,1000,5,FALSE,25.3767874240875
"209",2000,250,20,16,"cuda",FALSE,1000,5,FALSE,26.1234941482544
"210",2000,500,20,16,"cuda",FALSE,1000,5,FALSE,25.9482755661011
"211",2000,100,20,128,"cuda",FALSE,1000,5,FALSE,3.29714369773865
"212",2000,250,20,128,"cuda",FALSE,1000,5,FALSE,3.37175345420837
"213",2000,500,20,128,"cuda",FALSE,1000,5,FALSE,3.30116248130798
"214",2000,100,20,256,"cuda",FALSE,1000,5,FALSE,1.7936999797821
"215",2000,250,20,256,"cuda",FALSE,1000,5,FALSE,1.79396319389343
"216",2000,500,20,256,"cuda",FALSE,1000,5,FALSE,1.72954916954041
"217",2000,100,20,16,"cpu",TRUE,100,10,FALSE,42.3536167144775
"218",2000,250,20,16,"cpu",TRUE,100,10,FALSE,42.4132051467896
"219",2000,500,20,16,"cpu",TRUE,100,10,FALSE,46.8322098255157
"220",2000,100,20,128,"cpu",TRUE,100,10,FALSE,6.98289632797241
"221",2000,250,20,128,"cpu",TRUE,100,10,FALSE,7.20192885398865
"222",2000,500,20,128,"cpu",TRUE,100,10,FALSE,7.88904118537903
"223",2000,100,20,256,"cpu",TRUE,100,10,FALSE,4.11830806732178
"224",2000,250,20,256,"cpu",TRUE,100,10,FALSE,4.26753044128418
"225",2000,500,20,256,"cpu",TRUE,100,10,FALSE,4.67854714393616
"226",2000,100,20,16,"cuda",TRUE,100,10,FALSE,39.9168939590454
"227",2000,250,20,16,"cuda",TRUE,100,10,FALSE,39.6639950275421
"228",2000,500,20,16,"cuda",TRUE,100,10,FALSE,40.1002819538116
"229",2000,100,20,128,"cuda",TRUE,100,10,FALSE,5.68649506568909
"230",2000,250,20,128,"cuda",TRUE,100,10,FALSE,5.72324180603027
"231",2000,500,20,128,"cuda",TRUE,100,10,FALSE,5.74596834182739
"232",2000,100,20,256,"cuda",TRUE,100,10,FALSE,3.25588870048523
"233",2000,250,20,256,"cuda",TRUE,100,10,FALSE,3.25388264656067
"234",2000,500,20,256,"cuda",TRUE,100,10,FALSE,3.24577808380127
"235",2000,100,20,16,"cpu",FALSE,100,10,FALSE,46.0012612342834
"236",2000,250,20,16,"cpu",FALSE,100,10,FALSE,45.6619946956635
"237",2000,500,20,16,"cpu",FALSE,100,10,FALSE,52.8775596618652
"238",2000,100,20,128,"cpu",FALSE,100,10,FALSE,6.68480086326599
"239",2000,250,20,128,"cpu",FALSE,100,10,FALSE,6.97459435462952
"240",2000,500,20,128,"cpu",FALSE,100,10,FALSE,7.66892123222351
"241",2000,100,20,256,"cpu",FALSE,100,10,FALSE,3.56144213676453
"242",2000,250,20,256,"cpu",FALSE,100,10,FALSE,3.73647975921631
"243",2000,500,20,256,"cpu",FALSE,100,10,FALSE,4.00820398330688
"244",2000,100,20,16,"cuda",FALSE,100,10,FALSE,44.2895195484161
"245",2000,250,20,16,"cuda",FALSE,100,10,FALSE,46.345094203949
"246",2000,500,20,16,"cuda",FALSE,100,10,FALSE,43.9936728477478
"247",2000,100,20,128,"cuda",FALSE,100,10,FALSE,5.7665958404541
"248",2000,250,20,128,"cuda",FALSE,100,10,FALSE,5.80518054962158
"249",2000,500,20,128,"cuda",FALSE,100,10,FALSE,5.76002049446106
"250",2000,100,20,256,"cuda",FALSE,100,10,FALSE,2.86295175552368
"251",2000,250,20,256,"cuda",FALSE,100,10,FALSE,2.93007469177246
"252",2000,500,20,256,"cuda",FALSE,100,10,FALSE,2.94361400604248
"253",2000,100,20,16,"cpu",TRUE,500,10,FALSE,140.806685686111
"254",2000,250,20,16,"cpu",TRUE,500,10,FALSE,147.803720235825
"255",2000,500,20,16,"cpu",TRUE,500,10,FALSE,148.814401626587
"256",2000,100,20,128,"cpu",TRUE,500,10,FALSE,19.4946801662445
"257",2000,250,20,128,"cpu",TRUE,500,10,FALSE,20.0213620662689
"258",2000,500,20,128,"cpu",TRUE,500,10,FALSE,22.3851664066315
"259",2000,100,20,256,"cpu",TRUE,500,10,FALSE,11.2653937339783
"260",2000,250,20,256,"cpu",TRUE,500,10,FALSE,11.6878519058228
"261",2000,500,20,256,"cpu",TRUE,500,10,FALSE,12.1370344161987
