n,p,epochs,batch_size,device,jit,latent,n_layers,time
2000,500,20,16,cpu,True,500,1,2.8117034435272217
2000,500,20,16,cpu,True,500,3,6.656134128570557
2000,500,20,16,cpu,True,500,5,10.638434171676636
2000,500,20,16,cpu,True,1000,1,2.9460396766662598
2000,500,20,16,cpu,True,1000,3,11.149932384490967
2000,500,20,16,cpu,True,1000,5,22.20554518699646
2000,500,20,16,cpu,False,100,1,2.4272735118865967
2000,500,20,16,cpu,False,100,3,3.3891453742980957
2000,500,20,16,cpu,False,100,5,4.616436004638672
2000,500,20,16,cpu,False,500,1,2.8019678592681885
2000,500,20,16,cpu,False,500,3,6.5390613079071045
2000,500,20,16,cpu,False,500,5,10.725300550460815
2000,500,20,16,cpu,False,1000,1,2.9490978717803955
2000,500,20,16,cpu,False,1000,3,10.894413709640503
2000,500,20,16,cpu,False,1000,5,22.99313473701477
2000,500,20,16,cuda,True,100,1,1.9323875904083252
2000,500,20,16,cuda,True,100,3,2.472043752670288
2000,500,20,16,cuda,True,100,5,2.9847776889801025
2000,500,20,16,cuda,True,500,1,2.0014498233795166
2000,500,20,16,cuda,True,500,3,2.624474287033081
2000,500,20,16,cuda,True,500,5,3.177032470703125
2000,500,20,16,cuda,True,1000,1,2.0177457332611084
2000,500,20,16,cuda,True,1000,3,2.6954293251037598
2000,500,20,16,cuda,True,1000,5,3.27648663520813
2000,500,20,16,cuda,False,100,1,1.9158923625946045
2000,500,20,16,cuda,False,100,3,2.516721487045288
2000,500,20,16,cuda,False,100,5,3.100778818130493
2000,500,20,16,cuda,False,500,1,1.9976069927215576
2000,500,20,16,cuda,False,500,3,2.683089017868042
2000,500,20,16,cuda,False,500,5,3.2818386554718018
2000,500,20,16,cuda,False,1000,1,2.012883424758911
2000,500,20,16,cuda,False,1000,3,2.7563445568084717
2000,500,20,16,cuda,False,1000,5,3.4011552333831787
2000,500,20,128,cpu,True,100,1,0.5561730861663818
2000,500,20,128,cpu,True,100,3,0.7123115062713623
2000,500,20,128,cpu,True,100,5,0.9540879726409912
2000,500,20,128,cpu,True,500,1,0.6179618835449219
2000,500,20,128,cpu,True,500,3,1.1585960388183594
2000,500,20,128,cpu,True,500,5,1.7854647636413574
2000,500,20,128,cpu,True,1000,1,0.654731273651123
2000,500,20,128,cpu,True,1000,3,1.884340524673462
2000,500,20,128,cpu,True,1000,5,3.3907368183135986
2000,500,20,128,cpu,False,100,1,0.5442643165588379
2000,500,20,128,cpu,False,100,3,0.7024791240692139
2000,500,20,128,cpu,False,100,5,0.872988224029541
2000,500,20,128,cpu,False,500,1,0.6240599155426025
2000,500,20,128,cpu,False,500,3,1.1873793601989746
2000,500,20,128,cpu,False,500,5,1.7498779296875
2000,500,20,128,cpu,False,1000,1,0.6413393020629883
2000,500,20,128,cpu,False,1000,3,1.9155232906341553
2000,500,20,128,cpu,False,1000,5,3.48396897315979
2000,500,20,128,cuda,True,100,1,0.47405529022216797
2000,500,20,128,cuda,True,100,3,0.5322616100311279
2000,500,20,128,cuda,True,100,5,0.6006948947906494
2000,500,20,128,cuda,True,500,1,0.4613027572631836
2000,500,20,128,cuda,True,500,3,0.5421552658081055
2000,500,20,128,cuda,True,500,5,0.6159319877624512
2000,500,20,128,cuda,True,1000,1,0.4607961177825928
2000,500,20,128,cuda,True,1000,3,0.546485185623169
2000,500,20,128,cuda,True,1000,5,0.6201145648956299
2000,500,20,128,cuda,False,100,1,0.4622526168823242
2000,500,20,128,cuda,False,100,3,0.5416734218597412
2000,500,20,128,cuda,False,100,5,0.6212167739868164
2000,500,20,128,cuda,False,500,1,0.46603918075561523
2000,500,20,128,cuda,False,500,3,0.5576074123382568
2000,500,20,128,cuda,False,500,5,0.6346685886383057
2000,500,20,128,cuda,False,1000,1,0.46755170822143555
2000,500,20,128,cuda,False,1000,3,0.5626766681671143
2000,500,20,128,cuda,False,1000,5,0.6452286243438721
2000,500,20,256,cpu,True,100,1,0.39916086196899414
2000,500,20,256,cpu,True,100,3,0.49240589141845703
2000,500,20,256,cpu,True,100,5,0.5846583843231201
2000,500,20,256,cpu,True,500,1,0.5523152351379395
2000,500,20,256,cpu,True,500,3,0.7850615978240967
2000,500,20,256,cpu,True,500,5,1.1250088214874268
2000,500,20,256,cpu,True,1000,1,0.4737999439239502
2000,500,20,256,cpu,True,1000,3,1.3259015083312988
2000,500,20,256,cpu,True,1000,5,2.3596951961517334
2000,500,20,256,cpu,False,100,1,0.5108585357666016
2000,500,20,256,cpu,False,100,3,0.49622178077697754
2000,500,20,256,cpu,False,100,5,0.5955629348754883
2000,500,20,256,cpu,False,500,1,0.4524364471435547
2000,500,20,256,cpu,False,500,3,0.7909696102142334
2000,500,20,256,cpu,False,500,5,1.1590871810913086
2000,500,20,256,cpu,False,1000,1,0.5484027862548828
2000,500,20,256,cpu,False,1000,3,1.3413856029510498
2000,500,20,256,cpu,False,1000,5,2.337553024291992
2000,500,20,256,cuda,True,100,1,0.3479282855987549
2000,500,20,256,cuda,True,100,3,0.37622880935668945
2000,500,20,256,cuda,True,100,5,0.4116036891937256
2000,500,20,256,cuda,True,500,1,0.41268253326416016
2000,500,20,256,cuda,True,500,3,0.37711334228515625
2000,500,20,256,cuda,True,500,5,0.4125211238861084
2000,500,20,256,cuda,True,1000,1,0.33562636375427246
2000,500,20,256,cuda,True,1000,3,0.3768939971923828
2000,500,20,256,cuda,True,1000,5,0.4110856056213379
2000,500,20,256,cuda,False,100,1,0.3354074954986572
2000,500,20,256,cuda,False,100,3,0.4595348834991455
2000,500,20,256,cuda,False,100,5,0.4277656078338623
2000,500,20,256,cuda,False,500,1,0.33626294136047363
2000,500,20,256,cuda,False,500,3,0.38061952590942383
2000,500,20,256,cuda,False,500,5,0.4180481433868408
2000,500,20,256,cuda,False,1000,1,0.3362998962402344
2000,500,20,256,cuda,False,1000,3,0.46918392181396484
2000,500,20,256,cuda,False,1000,5,0.4226820468902588
