n,p,optimizer,epochs,batch_size,device,jit,latent,n_layers,time
2000,500,sgd,20,256,cuda,False,1000,1,0.3203761577606201
2000,500,sgd,20,256,cuda,False,1000,10,0.5662209987640381
2000,500,sgd,20,256,cuda,False,1000,20,0.6774313449859619
2000,500,sgd,20,512,cpu,True,100,1,0.2985043525695801
2000,500,sgd,20,512,cpu,True,100,10,0.5146222114562988
2000,500,sgd,20,512,cpu,True,100,20,0.8440301418304443
2000,500,sgd,20,512,cpu,True,1000,1,0.3728020191192627
2000,500,sgd,20,512,cpu,True,1000,10,3.1632652282714844
2000,500,sgd,20,512,cpu,True,1000,20,6.088313817977905
2000,500,sgd,20,512,cpu,False,100,1,0.38834595680236816
2000,500,sgd,20,512,cpu,False,100,10,0.5363430976867676
2000,500,sgd,20,512,cpu,False,100,20,0.784780740737915
2000,500,sgd,20,512,cpu,False,1000,1,0.37283802032470703
2000,500,sgd,20,512,cpu,False,1000,10,2.9172792434692383
2000,500,sgd,20,512,cpu,False,1000,20,6.088574171066284
2000,500,sgd,20,512,cuda,True,100,1,0.2701444625854492
2000,500,sgd,20,512,cuda,True,100,10,0.34049344062805176
2000,500,sgd,20,512,cuda,True,100,20,0.5107665061950684
2000,500,sgd,20,512,cuda,True,1000,1,0.26201534271240234
2000,500,sgd,20,512,cuda,True,1000,10,0.3440718650817871
2000,500,sgd,20,512,cuda,True,1000,20,0.4904921054840088
2000,500,sgd,20,512,cuda,False,100,1,0.3455162048339844
2000,500,sgd,20,512,cuda,False,100,10,0.34682321548461914
2000,500,sgd,20,512,cuda,False,100,20,0.4433603286743164
2000,500,sgd,20,512,cuda,False,1000,1,0.26258039474487305
2000,500,sgd,20,512,cuda,False,1000,10,0.3478245735168457
2000,500,sgd,20,512,cuda,False,1000,20,0.5609831809997559
2000,500,sgd,40,16,cpu,True,100,1,3.377424955368042
2000,500,sgd,40,16,cpu,True,100,10,7.514564037322998
2000,500,sgd,40,16,cpu,True,100,20,11.859819650650024
2000,500,sgd,40,16,cpu,True,1000,1,4.364831209182739
2000,500,sgd,40,16,cpu,True,1000,10,41.40584444999695
2000,500,sgd,40,16,cpu,True,1000,20,190.75582218170166
2000,500,sgd,40,16,cpu,False,100,1,3.392249345779419
2000,500,sgd,40,16,cpu,False,100,10,8.035346269607544
2000,500,sgd,40,16,cpu,False,100,20,12.950384855270386
2000,500,sgd,40,16,cpu,False,1000,1,4.611736297607422
2000,500,sgd,40,16,cpu,False,1000,10,44.39461803436279
2000,500,sgd,40,16,cpu,False,1000,20,193.86922550201416
2000,500,sgd,40,16,cuda,True,100,1,3.06809139251709
2000,500,sgd,40,16,cuda,True,100,10,7.206951856613159
2000,500,sgd,40,16,cuda,True,100,20,12.87960410118103
2000,500,sgd,40,16,cuda,True,1000,1,3.2783570289611816
2000,500,sgd,40,16,cuda,True,1000,10,8.213489294052124
2000,500,sgd,40,16,cuda,True,1000,20,14.500213146209717
2000,500,sgd,40,16,cuda,False,100,1,3.0837676525115967
2000,500,sgd,40,16,cuda,False,100,10,7.771400690078735
2000,500,sgd,40,16,cuda,False,100,20,13.892125129699707
2000,500,sgd,40,16,cuda,False,1000,1,3.277642250061035
2000,500,sgd,40,16,cuda,False,1000,10,8.824827671051025
2000,500,sgd,40,16,cuda,False,1000,20,15.604055404663086
2000,500,sgd,40,256,cpu,True,100,1,0.7353310585021973
2000,500,sgd,40,256,cpu,True,100,10,1.5433790683746338
2000,500,sgd,40,256,cpu,True,100,20,2.064643383026123
2000,500,sgd,40,256,cpu,True,1000,1,0.9257979393005371
2000,500,sgd,40,256,cpu,True,1000,10,7.349243402481079
2000,500,sgd,40,256,cpu,True,1000,20,18.342254877090454
2000,500,sgd,40,256,cpu,False,100,1,0.7714385986328125
2000,500,sgd,40,256,cpu,False,100,10,1.4668395519256592
2000,500,sgd,40,256,cpu,False,100,20,2.3246357440948486
2000,500,sgd,40,256,cpu,False,1000,1,0.913569450378418
2000,500,sgd,40,256,cpu,False,1000,10,8.116084575653076
2000,500,sgd,40,256,cpu,False,1000,20,19.338932037353516
2000,500,sgd,40,256,cuda,True,100,1,0.650885820388794
2000,500,sgd,40,256,cuda,True,100,10,0.9384126663208008
2000,500,sgd,40,256,cuda,True,100,20,1.3732709884643555
2000,500,sgd,40,256,cuda,True,1000,1,0.6438455581665039
2000,500,sgd,40,256,cuda,True,1000,10,0.9370718002319336
2000,500,sgd,40,256,cuda,True,1000,20,1.2953393459320068
2000,500,sgd,40,256,cuda,False,100,1,0.7418639659881592
2000,500,sgd,40,256,cuda,False,100,10,0.9729728698730469
2000,500,sgd,40,256,cuda,False,100,20,1.3652703762054443
2000,500,sgd,40,256,cuda,False,1000,1,0.7392714023590088
2000,500,sgd,40,256,cuda,False,1000,10,0.983372688293457
2000,500,sgd,40,256,cuda,False,1000,20,1.3736064434051514
2000,500,sgd,40,512,cpu,True,100,1,0.6947307586669922
2000,500,sgd,40,512,cpu,True,100,10,1.0456736087799072
2000,500,sgd,40,512,cpu,True,100,20,1.642824649810791
2000,500,sgd,40,512,cpu,True,1000,1,0.7654764652252197
2000,500,sgd,40,512,cpu,True,1000,10,6.489101886749268
2000,500,sgd,40,512,cpu,True,1000,20,12.084547281265259
2000,500,sgd,40,512,cpu,False,100,1,0.7054808139801025
2000,500,sgd,40,512,cpu,False,100,10,1.0755558013916016
2000,500,sgd,40,512,cpu,False,100,20,1.5978057384490967
2000,500,sgd,40,512,cpu,False,1000,1,0.8494586944580078
2000,500,sgd,40,512,cpu,False,1000,10,6.115646839141846
2000,500,sgd,40,512,cpu,False,1000,20,12.348081588745117
2000,500,sgd,40,512,cuda,True,100,1,0.5304811000823975
2000,500,sgd,40,512,cuda,True,100,10,0.7775344848632812
2000,500,sgd,40,512,cuda,True,100,20,0.8534092903137207
2000,500,sgd,40,512,cuda,True,1000,1,0.5218765735626221
2000,500,sgd,40,512,cuda,True,1000,10,0.7750437259674072
2000,500,sgd,40,512,cuda,True,1000,20,1.0098142623901367
2000,500,sgd,40,512,cuda,False,100,1,0.6089317798614502
2000,500,sgd,40,512,cuda,False,100,10,0.6891775131225586
2000,500,sgd,40,512,cuda,False,100,20,0.9749491214752197
2000,500,sgd,40,512,cuda,False,1000,1,0.5287265777587891
2000,500,sgd,40,512,cuda,False,1000,10,0.7845280170440674
2000,500,sgd,40,512,cuda,False,1000,20,1.0054287910461426
