"","n","p","optimizer","epochs","batch_size","device","type","latent","n_layers","init_max_memory","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","loss"
"27",2000,1000,"sgd",20,32,"sgd","torchoptx",1000,16,FALSE,5.81220149993896,3.74906826019287,3.00265717506409,4.02601146697998,3.04586410522461,2.91824102401733,2.8983268737793,2.98378372192383,2.80193662643433,2.96628379821777,3.07364702224731,2.98606443405151,3.15830039978027,2.92447853088379,2.99318718910217,3.00732970237732,2.70653676986694,2.76889252662659,2.8625316619873,2.68341660499573,1079.57238769531
"28",2000,1000,"adam",20,32,"sgd","torchoptx",1000,16,FALSE,6.74023461341858,5.2510404586792,4.98096227645874,4.76248693466187,3.99524760246277,4.53363466262817,4.00069618225098,4.23136711120605,4.37726235389709,3.95848107337952,4.31000328063965,4.98994851112366,4.63158774375916,5.02504253387451,4.94546723365784,4.94609689712524,4.46574568748474,4.49110770225525,4.78788828849792,4.47586798667908,823.092163085938
"29",2000,1000,"sgd",20,32,"cuda","ignite",1000,16,FALSE,1.21320295333862,0.217987060546875,0.207083702087402,0.209421157836914,0.21293044090271,0.208733320236206,0.20789623260498,0.235802412033081,0.214731693267822,0.218106985092163,0.210191011428833,0.210224866867065,0.209667205810547,0.226608991622925,0.219085454940796,0.213280916213989,0.211428642272949,0.21169376373291,0.210294961929321,0.246560096740723,695.126892089844
"30",2000,1000,"adam",20,32,"cuda","ignite",1000,16,FALSE,1.33242297172546,0.322004556655884,0.322995185852051,0.31967306137085,0.318331718444824,0.324305534362793,0.320557355880737,0.340553522109985,0.324761152267456,0.3232421875,0.32932186126709,0.321934938430786,0.321315288543701,0.342971086502075,0.329609155654907,0.326706409454346,0.325783252716064,0.323278665542603,0.323493003845215,0.343971252441406,614.833618164062
"31",2000,1000,"sgd",20,32,"sgd","ignite",1000,16,FALSE,4.01215577125549,6.89880704879761,1.8968722820282,1.8580641746521,1.81272625923157,1.84654188156128,1.80694770812988,1.8022825717926,1.74963712692261,1.76539421081543,1.73944139480591,1.82257580757141,1.96328091621399,1.8349757194519,1.8262038230896,1.85966658592224,1.82883620262146,1.83090758323669,1.92789196968079,1.83205556869507,1079.57238769531
"32",2000,1000,"adam",20,32,"sgd","ignite",1000,16,FALSE,7.18120813369751,7.41463112831116,3.78113198280334,3.48197650909424,3.50163555145264,3.60152888298035,3.54141974449158,3.51919460296631,3.55303072929382,3.73707675933838,4.04221224784851,4.13715648651123,4.1686487197876,4.31764078140259,4.24010491371155,4.18438768386841,4.20020771026611,4.09701228141785,4.22006297111511,4.22910213470459,823.092163085938
"33",2000,1000,"sgd",20,32,"cuda","torchoptx",1000,32,FALSE,1.01305484771729,0.877486944198608,0.87753963470459,0.863751411437988,0.879899740219116,0.890490531921387,0.911359786987305,0.895323753356934,0.906203746795654,1.0321307182312,0.821860313415527,0.875506162643433,0.819223880767822,0.837929010391235,0.843558311462402,0.84243106842041,0.847078561782837,0.885769367218018,0.875020027160645,0.867284774780273,695.138916015625
"34",2000,1000,"adam",20,32,"cuda","torchoptx",1000,32,FALSE,1.21672415733337,1.10109877586365,1.07220864295959,1.08823776245117,1.10631465911865,1.10147476196289,1.11322212219238,1.12118577957153,1.15015411376953,1.30004620552063,1.03897404670715,1.07809138298035,1.05580067634583,1.07550883293152,1.09795570373535,1.09864783287048,1.12362861633301,1.1277060508728,1.13820004463196,1.10335206985474,694.422668457031
"35",2000,1000,"sgd",20,32,"sgd","torchoptx",1000,32,FALSE,11.0669648647308,7.10121583938599,6.85775756835938,7.03502368927002,6.62069725990295,5.89148664474487,5.54528069496155,6.83333468437195,6.0461540222168,5.16258883476257,4.87442231178284,5.68167281150818,5.52617311477661,5.6449658870697,5.62954354286194,5.67704272270203,5.33135724067688,6.79359865188599,6.98421716690063,7.10782074928284,1079.521484375
"36",2000,1000,"adam",20,32,"sgd","torchoptx",1000,32,FALSE,16.6356515884399,12.3793749809265,11.7444324493408,13.1857631206512,10.9093608856201,9.65978813171387,10.8097956180573,9.97815346717834,10.3241515159607,10.0635371208191,9.6378059387207,10.0573978424072,10.8674538135529,11.1330165863037,11.3086595535278,11.2024154663086,10.9691860675812,10.6089506149292,11.5558290481567,9.77960538864136,1079.71496582031
"37",2000,1000,"sgd",20,32,"cuda","ignite",1000,32,FALSE,1.60519337654114,0.335586071014404,0.33803129196167,0.353239774703979,0.340338230133057,0.335814714431763,0.333034515380859,0.338044881820679,0.359394311904907,0.347972631454468,0.339284420013428,0.338600158691406,0.340192794799805,0.380650043487549,0.34212851524353,0.347548961639404,0.344265937805176,0.358235120773315,0.354057312011719,0.344239473342896,695.138916015625
"38",2000,1000,"adam",20,32,"cuda","ignite",1000,32,FALSE,1.79460740089417,0.571804523468018,0.576706647872925,0.585832357406616,0.566585779190063,0.568719387054443,0.573456048965454,0.574134349822998,0.60737681388855,0.576379537582397,0.577998399734497,0.578749656677246,0.573627233505249,0.59665322303772,0.57565712928772,0.582935094833374,0.585815906524658,0.593325853347778,0.581571340560913,0.577117919921875,694.371459960938
"39",2000,1000,"sgd",20,32,"sgd","ignite",1000,32,FALSE,7.327223777771,15.1135945320129,4.54529500007629,4.53734707832336,4.65334749221802,4.51339364051819,5.66362404823303,5.57180643081665,4.80854630470276,4.17463803291321,4.16286587715149,4.22851490974426,4.25822854042053,4.31386685371399,4.32157325744629,4.34083938598633,4.41247820854187,4.31541156768799,4.33203172683716,4.25624847412109,1079.521484375
"40",2000,1000,"adam",20,32,"sgd","ignite",1000,32,FALSE,13.4454216957092,20.0993800163269,10.4903106689453,10.7589440345764,9.54146933555603,7.35504913330078,9.58328461647034,11.086526632309,9.70454406738281,7.66638040542603,7.91425013542175,7.82060480117798,7.83438920974731,7.6574501991272,7.47541451454163,7.43882775306702,7.44898080825806,7.4778003692627,7.56436419487,7.57305455207825,1079.71496582031
