n,p,optimizer,epochs,batch_size,device,jit,latent,n_layers,loss,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10
2000,1000,adam,10,1024,cpu,True,2000,16,1036.1839599609375,1.6747965812683105,3.028080463409424,4.503790378570557,6.070363759994507,7.6272711753845215,9.215930223464966,10.691105365753174,11.985283136367798,13.395521402359009,14.803503036499023
2000,1000,adam,10,1024,cpu,True,2000,4,198.86343383789062,0.4809300899505615,0.8386495113372803,1.1619789600372314,1.5213022232055664,1.8546137809753418,2.165208339691162,2.4744155406951904,2.7375576496124268,2.9939658641815186,3.25339412689209
2000,1000,adam,10,1024,cpu,True,2000,1,362.73883056640625,0.11018013954162598,0.15876460075378418,0.20760798454284668,0.24717974662780762,0.2972698211669922,0.3472869396209717,0.3930838108062744,0.4584503173828125,0.5117146968841553,0.5622203350067139
2000,1000,adam,10,1024,cpu,True,1000,16,1042.12451171875,0.5348770618438721,1.0364203453063965,1.428229570388794,1.8135757446289062,2.1724534034729004,2.5645923614501953,2.9085280895233154,3.2576792240142822,3.6165406703948975,3.9680018424987793
2000,1000,adam,10,1024,cpu,True,1000,4,104.75885772705078,0.1729903221130371,0.2869598865509033,0.4033787250518799,0.5155317783355713,0.6075992584228516,0.71368408203125,0.8131132125854492,0.9451737403869629,1.0496094226837158,1.1580376625061035
2000,1000,adam,10,1024,cpu,True,1000,1,592.3432006835938,0.08195900917053223,0.10476922988891602,0.1276848316192627,0.1520986557006836,0.17458438873291016,0.19941496849060059,0.22460341453552246,0.2508416175842285,0.27402424812316895,0.29626011848449707
2000,1000,adam,10,1024,cpu,True,500,16,663.14599609375,0.23341941833496094,0.3809802532196045,0.5692324638366699,0.7186746597290039,0.8498599529266357,0.9903731346130371,1.122544527053833,1.2479617595672607,1.3842740058898926,1.5258190631866455
2000,1000,adam,10,1024,cpu,True,500,4,91.85665130615234,0.09118223190307617,0.1228647232055664,0.1499927043914795,0.17672443389892578,0.2045755386352539,0.23398303985595703,0.26416492462158203,0.29285526275634766,0.32235288619995117,0.34955739974975586
2000,1000,adam,10,1024,cpu,True,500,1,748.2241821289062,0.06496620178222656,0.07829999923706055,0.09051823616027832,0.10313844680786133,0.11440682411193848,0.12642240524291992,0.13771533966064453,0.14765644073486328,0.1602468490600586,0.17077136039733887
2000,1000,adam,10,1024,cpu,False,2000,16,1036.1839599609375,1.761885404586792,3.2521681785583496,4.635006427764893,5.9028801918029785,7.207001209259033,8.483353614807129,9.777514219284058,11.0478994846344,12.339648246765137,13.393152713775635
2000,1000,adam,10,1024,cpu,False,2000,4,198.86343383789062,0.4067389965057373,0.7224330902099609,1.0871591567993164,1.438791275024414,1.7834529876708984,2.12562894821167,2.45452618598938,2.7584388256073,3.058192253112793,3.3561787605285645
2000,1000,adam,10,1024,cpu,False,2000,1,362.73883056640625,0.10855793952941895,0.1577446460723877,0.20608091354370117,0.24894189834594727,0.29911231994628906,0.3437478542327881,0.39348340034484863,0.43432140350341797,0.47556066513061523,0.5239262580871582
2000,1000,adam,10,1024,cpu,False,1000,16,1042.12451171875,0.4683234691619873,0.9417586326599121,1.3100051879882812,1.639937162399292,1.9663820266723633,2.2221336364746094,2.4514048099517822,2.6825790405273438,2.978365421295166,3.342857599258423
2000,1000,adam,10,1024,cpu,False,1000,4,104.75885772705078,0.13717079162597656,0.21415495872497559,0.28740429878234863,0.3557097911834717,0.4277312755584717,0.49867939949035645,0.5704710483551025,0.6433587074279785,0.7189228534698486,0.7921977043151855
2000,1000,adam,10,1024,cpu,False,1000,1,592.3432006835938,0.07325100898742676,0.0948023796081543,0.11308169364929199,0.1320667266845703,0.1525740623474121,0.1761782169342041,0.19691038131713867,0.21658825874328613,0.2364485263824463,0.25446486473083496
2000,1000,adam,10,1024,cpu,False,500,16,663.14599609375,0.15303778648376465,0.24880099296569824,0.3402855396270752,0.5034587383270264,0.6273274421691895,0.8252441883087158,0.9601809978485107,1.0855605602264404,1.2374043464660645,1.396618366241455
2000,1000,adam,10,1024,cpu,False,500,4,91.85665130615234,0.07599520683288574,0.10294055938720703,0.1307969093322754,0.1583240032196045,0.18430066108703613,0.20903277397155762,0.2355656623840332,0.26157188415527344,0.28737974166870117,0.3167083263397217
2000,1000,adam,10,1024,cpu,False,500,1,748.2241821289062,0.06586337089538574,0.07735562324523926,0.0889592170715332,0.10026431083679199,0.11211204528808594,0.12374091148376465,0.13481426239013672,0.14734721183776855,0.1589949131011963,0.16966938972473145
2000,1000,adam,10,1024,cuda,True,2000,16,947.1419677734375,0.028950214385986328,0.03634500503540039,0.04328107833862305,0.050505876541137695,0.14892983436584473,0.24891924858093262,0.3377718925476074,0.4243452548980713,0.5109105110168457,0.5972039699554443
2000,1000,adam,10,1024,cuda,True,2000,4,44.27220153808594,0.012056589126586914,0.015502214431762695,0.018492460250854492,0.021074771881103516,0.02358722686767578,0.02605271339416504,0.02870035171508789,0.03109002113342285,0.03360605239868164,0.036246299743652344
2000,1000,adam,10,1024,cuda,True,2000,1,319.2913513183594,0.008210182189941406,0.010879278182983398,0.012549400329589844,0.014115571975708008,0.01594090461730957,0.017788410186767578,0.019522666931152344,0.021067142486572266,0.022581815719604492,0.024120092391967773
2000,1000,adam,10,1024,cuda,True,1000,16,946.7620849609375,0.023241519927978516,0.030900239944458008,0.037914276123046875,0.04467415809631348,0.05897402763366699,0.0961761474609375,0.1324155330657959,0.16919159889221191,0.19353818893432617,0.2143266201019287
2000,1000,adam,10,1024,cuda,True,1000,4,99.1288833618164,0.014812946319580078,0.01775503158569336,0.02047896385192871,0.0234067440032959,0.0263974666595459,0.02904486656188965,0.032199859619140625,0.035108327865600586,0.03841757774353027,0.04117774963378906
2000,1000,adam,10,1024,cuda,True,1000,1,528.9628295898438,0.0065233707427978516,0.008169412612915039,0.009706735610961914,0.011226415634155273,0.012767314910888672,0.014367818832397461,0.016036510467529297,0.017754793167114258,0.01934981346130371,0.021008014678955078
