n,p,optimizer,epochs,batch_size,device,jit,latent,n_layers,loss,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10
2000,1000,adam,10,1024,cuda,True,2000,16,947.1419677734375,0.031580209732055664,0.03731799125671387,0.04269981384277344,0.050865888595581055,0.1511838436126709,0.25204944610595703,0.33886265754699707,0.42611098289489746,0.5133700370788574,0.6003894805908203
2000,1000,adam,10,1024,cuda,True,2000,4,44.27220153808594,0.013269901275634766,0.015670061111450195,0.017860889434814453,0.020001888275146484,0.0221560001373291,0.024283170700073242,0.026407957077026367,0.0285186767578125,0.030622243881225586,0.03275895118713379
2000,1000,adam,10,1024,cuda,True,2000,1,319.2913513183594,0.006386756896972656,0.008011817932128906,0.009406328201293945,0.010780811309814453,0.012150287628173828,0.013468503952026367,0.014808893203735352,0.016229867935180664,0.01765131950378418,0.019049406051635742
2000,1000,adam,10,1024,cuda,True,1000,16,946.7620849609375,0.0181427001953125,0.023723125457763672,0.02917313575744629,0.034673213958740234,0.056865692138671875,0.09373807907104492,0.12253832817077637,0.1455225944519043,0.16849613189697266,0.1914663314819336
2000,1000,adam,10,1024,cuda,True,1000,4,99.1288833618164,0.008829355239868164,0.011079788208007812,0.013282299041748047,0.015439748764038086,0.017569541931152344,0.01971578598022461,0.02183246612548828,0.024044275283813477,0.026203632354736328,0.028403043746948242
2000,1000,adam,10,1024,cuda,True,1000,1,528.9628295898438,0.006048917770385742,0.007451295852661133,0.008846044540405273,0.010246992111206055,0.011634111404418945,0.013022899627685547,0.014436483383178711,0.015809059143066406,0.017264366149902344,0.018662452697753906
2000,1000,adam,10,1024,cuda,True,500,16,947.2090454101562,0.020672321319580078,0.02602553367614746,0.031400203704833984,0.036667823791503906,0.04193925857543945,0.0472409725189209,0.052507877349853516,0.05801558494567871,0.06358504295349121,0.07156848907470703
2000,1000,adam,10,1024,cuda,True,500,4,72.68842315673828,0.009341955184936523,0.011640310287475586,0.013875007629394531,0.016094684600830078,0.018302440643310547,0.020529747009277344,0.02274489402770996,0.025000572204589844,0.02726125717163086,0.029522180557250977
2000,1000,adam,10,1024,cuda,True,500,1,675.8482055664062,0.005984067916870117,0.007408618927001953,0.008826971054077148,0.01024627685546875,0.011605501174926758,0.013023614883422852,0.014452695846557617,0.015845775604248047,0.017215728759765625,0.018593311309814453
2000,1000,adam,10,1024,cuda,False,2000,16,947.1419677734375,0.022423505783081055,0.0284883975982666,0.03419852256774902,0.04333972930908203,0.14276576042175293,0.24155449867248535,0.3285536766052246,0.4156053066253662,0.5030043125152588,0.5902276039123535
