"","n","p","optimizer","epochs","batch_size","device","torchoptx","jit","latent","n_layers","init_max_memory","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","loss"
"21",2000,1000,"sgd",20,32,"cpu",FALSE,FALSE,1000,8,FALSE,1.7160906791687,1.4342029094696,1.48382353782654,1.41394567489624,1.43139171600342,1.42067503929138,1.44923138618469,1.44347500801086,1.42577767372131,1.5460216999054,1.5662088394165,1.43318700790405,1.42706656455994,1.39498543739319,1.39785170555115,1.36376810073853,1.43924117088318,1.3885657787323,1.37466764450073,1.42930436134338,1079.43200683594
"22",2000,1000,"adam",20,32,"cpu",FALSE,FALSE,1000,8,FALSE,3.33131647109985,2.96243619918823,2.96645474433899,3.04708456993103,3.03242802619934,2.97861838340759,3.01840710639954,2.9700915813446,2.96394777297974,3.10168123245239,3.19713020324707,3.34116053581238,3.66877579689026,3.3161449432373,3.32343006134033,3.26104021072388,3.23336458206177,3.32271313667297,3.38164830207825,3.14933300018311,237.604476928711
"23",2000,1000,"sgd",20,32,"cuda",FALSE,FALSE,1000,8,FALSE,0.513116598129272,0.470892667770386,0.458976984024048,0.461446046829224,0.490128040313721,0.465418100357056,0.471609354019165,0.45365047454834,0.449361562728882,0.528639793395996,0.420461654663086,0.431578874588013,0.421956062316895,0.428956985473633,0.438837051391602,0.438589572906494,0.431565523147583,0.444178104400635,0.441458225250244,0.447546482086182,695.156494140625
"24",2000,1000,"adam",20,32,"cuda",FALSE,FALSE,1000,8,FALSE,1.14265632629395,1.11130690574646,1.19410395622253,1.31589865684509,1.15642929077148,1.17558550834656,1.17170166969299,1.19025778770447,1.1975793838501,1.21384811401367,1.2258574962616,1.24613451957703,1.25222396850586,1.23994827270508,1.05986666679382,1.08612275123596,1.09619832038879,1.1165816783905,1.12441253662109,1.1298828125,91.0232543945312
"25",2000,1000,"sgd",20,32,"cpu",TRUE,FALSE,1000,16,FALSE,4.0775318145752,3.43745732307434,2.74824142456055,2.67303085327148,3.03322219848633,2.63556218147278,2.58429265022278,2.68768978118896,2.73537850379944,2.81401681900024,2.62680602073669,2.80626702308655,2.72585129737854,2.5278787612915,2.5369234085083,2.6308262348175,2.5420835018158,3.08212018013,2.66411066055298,2.54802751541138,1079.57238769531
"26",2000,1000,"adam",20,32,"cpu",TRUE,FALSE,1000,16,FALSE,6.19774985313416,4.20310068130493,3.82607483863831,3.2819299697876,4.31341242790222,3.3255033493042,3.34493327140808,3.37545323371887,3.22241115570068,4.02597713470459,3.78493666648865,4.05405926704407,4.21045279502869,4.5496666431427,4.16212105751038,4.20729351043701,4.18787670135498,4.2729594707489,4.14612555503845,4.08704710006714,823.092163085938
"27",2000,1000,"sgd",20,32,"cuda",TRUE,FALSE,1000,16,FALSE,0.578113079071045,0.557606220245361,0.543896436691284,0.574965715408325,0.552457332611084,0.569413661956787,0.561999082565308,0.569337844848633,0.628739595413208,0.531540870666504,0.530941486358643,0.547048091888428,0.543619871139526,0.55428147315979,0.558871746063232,0.565832138061523,0.556076526641846,0.553098201751709,0.567042112350464,0.567530155181885,695.126770019531
"28",2000,1000,"adam",20,32,"cuda",TRUE,FALSE,1000,16,FALSE,0.674605131149292,0.663091421127319,0.673668622970581,0.657371044158936,0.669480562210083,0.679244518280029,0.683270454406738,0.684156656265259,0.767554998397827,0.642987728118896,0.643945217132568,0.660161018371582,0.653688430786133,0.669921159744263,0.659638166427612,0.687891960144043,0.694588184356689,0.675986766815186,0.692751884460449,0.692130565643311,167.681350708008
"29",2000,1000,"sgd",20,32,"cpu",FALSE,FALSE,1000,16,FALSE,3.01802182197571,2.98886179924011,2.76448583602905,2.69115209579468,2.64117956161499,2.67183947563171,2.58527612686157,2.55064344406128,2.61058044433594,2.64721918106079,2.69301962852478,2.70149254798889,2.80499887466431,2.81072306632996,2.68005132675171,2.68473720550537,2.70305728912354,2.73281407356262,2.63065481185913,2.60651302337646,1079.57238769531
"30",2000,1000,"adam",20,32,"cpu",FALSE,FALSE,1000,16,FALSE,6.55671811103821,6.4525990486145,6.00089693069458,5.8804395198822,5.71196675300598,5.64098930358887,5.68303966522217,5.57346081733704,5.66883993148804,5.79364156723022,6.41958713531494,6.27492785453796,6.13989853858948,6.36035943031311,6.37167143821716,6.42894816398621,6.57568717002869,6.28302669525146,6.32857799530029,6.3123631477356,823.092163085938
"31",2000,1000,"sgd",20,32,"cuda",FALSE,FALSE,1000,16,FALSE,0.843947410583496,0.786471128463745,0.808994770050049,0.806153059005737,0.809097766876221,0.862058639526367,0.768751621246338,0.77543830871582,0.782960176467896,0.802025318145752,0.805461645126343,0.807153940200806,0.804641962051392,0.821741342544556,0.826724767684937,0.822352170944214,0.835253715515137,0.839401006698608,0.882460355758667,0.75767970085144,695.126770019531
"32",2000,1000,"adam",20,32,"cuda",FALSE,FALSE,1000,16,FALSE,2.01268744468689,1.97012639045715,1.95106863975525,1.90908527374268,1.95144438743591,2.00672841072083,2.00542449951172,1.98238468170166,1.89919447898865,1.95087385177612,2.00277495384216,2.00666522979736,2.02063393592834,1.88101029396057,1.93500256538391,1.97106671333313,2.03190612792969,2.06036710739136,1.87299370765686,1.92886257171631,167.681350708008
"33",2000,1000,"sgd",20,32,"cpu",TRUE,FALSE,1000,32,FALSE,9.19698548316956,5.72149085998535,6.57407879829407,5.27947568893433,4.89413189888,4.49487805366516,4.5833888053894,4.80251693725586,5.12276196479797,4.57033824920654,4.96258115768433,4.97810196876526,4.83250522613525,5.48643231391907,4.88004517555237,4.62177634239197,4.81116533279419,5.04345750808716,4.98595499992371,4.98195219039917,1079.521484375
"34",2000,1000,"adam",20,32,"cpu",TRUE,FALSE,1000,32,FALSE,11.4111642837524,10.3357744216919,9.31913328170776,8.14533877372742,7.12418866157532,7.13740634918213,7.13453388214111,7.28611826896667,7.21114230155945,7.45089960098267,8.43145227432251,8.24250626564026,7.88463187217712,7.68133115768433,7.79916882514954,7.88676118850708,8.17831802368164,7.69093751907349,7.90722703933716,8.19599843025208,1079.71496582031
"35",2000,1000,"sgd",20,32,"cuda",TRUE,FALSE,1000,32,FALSE,0.992825031280518,0.966994285583496,1.00068473815918,0.999548673629761,1.04342126846313,0.944720029830933,0.977771282196045,0.988672971725464,0.987901449203491,1.02594375610352,1.02288818359375,1.03645420074463,1.03817749023438,1.0584614276886,1.05513429641724,1.02607583999634,0.950454235076904,0.960031986236572,0.997363328933716,1.02021908760071,695.138916015625
"36",2000,1000,"adam",20,32,"cuda",TRUE,FALSE,1000,32,FALSE,1.14739418029785,1.11354756355286,1.13950562477112,1.13103842735291,1.19255566596985,1.08931159973145,1.13022804260254,1.12456250190735,1.11191892623901,1.12976884841919,1.13172316551208,1.16254997253418,1.1552107334137,1.21480059623718,1.24168157577515,1.22865128517151,1.12609124183655,1.15818548202515,1.16747307777405,1.16682958602905,694.422668457031
"37",2000,1000,"sgd",20,32,"cpu",FALSE,FALSE,1000,32,FALSE,5.97471117973328,5.77658843994141,5.65196800231934,5.71452760696411,5.52555871009827,5.93678689002991,5.86743664741516,5.48036909103394,5.61668801307678,5.59214997291565,5.5511634349823,5.6859450340271,5.68157768249512,5.66315960884094,5.43391513824463,5.57293605804443,5.50882339477539,5.51261281967163,5.62837648391724,5.60059809684753,1079.521484375
"38",2000,1000,"adam",20,32,"cpu",FALSE,FALSE,1000,32,FALSE,13.0000414848328,11.8570528030396,11.6941809654236,11.9948601722717,12.0831027030945,11.4102435112,11.6689083576202,11.9972229003906,11.9177186489105,12.0035526752472,12.2189118862152,12.440794467926,12.442745923996,12.2392468452454,12.2056362628937,12.4348254203796,13.151522397995,12.2744870185852,12.6005239486694,12.7370150089264,1079.71496582031
"39",2000,1000,"sgd",20,32,"cuda",FALSE,FALSE,1000,32,FALSE,1.38609218597412,1.3698513507843,1.43158578872681,1.28619909286499,1.30768394470215,1.32370948791504,1.37096548080444,1.34286904335022,1.36933493614197,1.37816095352173,1.39608597755432,1.38775396347046,1.41710329055786,1.43728756904602,1.38706207275391,1.2795615196228,1.32781457901001,1.33281016349792,1.3417181968689,1.35472726821899,695.138916015625
"40",2000,1000,"adam",20,32,"cuda",FALSE,FALSE,1000,32,FALSE,3.78493618965149,3.62469410896301,3.65039277076721,3.70187520980835,3.77864551544189,3.7668821811676,3.5751097202301,3.70332598686218,3.78705906867981,3.91265153884888,3.5255982875824,3.6595311164856,3.77105617523193,3.79028630256653,3.74299693107605,3.61674904823303,3.67920637130737,3.79367542266846,3.89739298820496,3.53056836128235,694.422668457031
