n,p,optimizer,epochs,batch_size,device,jit,latent,n_layers,loss,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20
2000,1000,sgd,20,32,cpu,False,1000,2,0.03695033863186836,0.24707460403442383,0.21679282188415527,0.2213728427886963,0.23427581787109375,0.22777271270751953,0.22874808311462402,0.24840497970581055,0.255098819732666,0.2358381748199463,0.238234281539917,0.21716833114624023,0.23531866073608398,0.24055981636047363,0.2403428554534912,0.23764371871948242,0.23710036277770996,0.22168397903442383,0.2294914722442627,0.24718880653381348,0.2402505874633789
2000,1000,sgd,20,32,cpu,False,1000,4,151.6941375732422,0.4751913547515869,0.4495828151702881,0.4396181106567383,0.43438720703125,0.45276761054992676,0.4289236068725586,0.420809268951416,0.4152045249938965,0.4223976135253906,0.41489744186401367,0.42275428771972656,0.4231903553009033,0.4178471565246582,0.41185545921325684,0.4189567565917969,0.4200301170349121,0.4043295383453369,0.40736961364746094,0.4126746654510498,0.41175365447998047
2000,1000,sgd,20,32,cpu,False,1000,8,1079.4329833984375,0.972933292388916,0.9453775882720947,0.9653449058532715,0.9741768836975098,0.9559581279754639,0.9637010097503662,0.9651265144348145,0.9568467140197754,0.9559676647186279,0.9497671127319336,0.962244987487793,0.945997953414917,0.9603924751281738,0.9561970233917236,0.9556007385253906,0.9547500610351562,0.9381499290466309,0.9381132125854492,0.9373877048492432,0.952272891998291
2000,1000,sgd,20,32,cpu,False,1000,16,1079.57275390625,1.8577728271484375,1.6822140216827393,1.8336856365203857,1.861079216003418,1.7762432098388672,1.8503258228302002,1.7053296566009521,1.8301186561584473,1.8274590969085693,1.830549955368042,1.7819206714630127,1.8414206504821777,1.8302359580993652,1.8331167697906494,1.8807973861694336,1.808856725692749,1.7866120338439941,1.849151372909546,1.8465478420257568,1.807459831237793
2000,1000,sgd,20,32,cpu,False,1000,32,1079.5216064453125,4.042772531509399,3.9990689754486084,3.8983211517333984,3.7137322425842285,3.8989875316619873,3.6777234077453613,3.5571064949035645,3.8518924713134766,3.84305477142334,3.831279754638672,3.8145837783813477,3.7198915481567383,3.6953184604644775,3.3379359245300293,3.6371309757232666,3.6482644081115723,3.4895594120025635,3.7974777221679688,3.386162281036377,3.6453230381011963
2000,1000,sgd,20,32,cuda,False,1000,2,0.40665578842163086,0.04649710655212402,0.039899349212646484,0.0395662784576416,0.04059004783630371,0.04037833213806152,0.03949999809265137,0.039232492446899414,0.03980898857116699,0.040094614028930664,0.03937816619873047,0.042809247970581055,0.04009437561035156,0.0400691032409668,0.03974604606628418,0.03904318809509277,0.04017996788024902,0.04073190689086914,0.04013490676879883,0.03958940505981445,0.039901018142700195
2000,1000,sgd,20,32,cuda,False,1000,4,609.470703125,0.0707387924194336,0.05894017219543457,0.06117510795593262,0.060384511947631836,0.06162619590759277,0.06190299987792969,0.057645559310913086,0.06374740600585938,0.06134390830993652,0.05560708045959473,0.06223702430725098,0.05956387519836426,0.05872845649719238,0.06287932395935059,0.05725693702697754,0.062064170837402344,0.06022906303405762,0.05765390396118164,0.05995321273803711,0.061194419860839844
2000,1000,sgd,20,32,cuda,False,1000,8,695.156494140625,0.09613156318664551,0.08802080154418945,0.08640408515930176,0.08561825752258301,0.08426737785339355,0.08553504943847656,0.08734583854675293,0.08545756340026855,0.08406376838684082,0.0840916633605957,0.08334636688232422,0.08633589744567871,0.0847482681274414,0.08686065673828125,0.08532524108886719,0.08635807037353516,0.08575630187988281,0.08942031860351562,0.08445048332214355,0.08585214614868164
2000,1000,sgd,20,32,cuda,False,1000,16,695.1267700195312,0.16277003288269043,0.1564321517944336,0.1607069969177246,0.15501761436462402,0.15557169914245605,0.15748810768127441,0.15755081176757812,0.15607404708862305,0.15691423416137695,0.15801191329956055,0.15569019317626953,0.15603351593017578,0.15746378898620605,0.157912015914917,0.15462422370910645,0.15732026100158691,0.15940189361572266,0.155503511428833,0.15563750267028809,0.15715861320495605
2000,1000,sgd,20,32,cuda,False,1000,32,695.138916015625,0.27848005294799805,0.26662468910217285,0.2697775363922119,0.2658834457397461,0.26659607887268066,0.2659580707550049,0.2698674201965332,0.2655777931213379,0.2650015354156494,0.2652411460876465,0.26558923721313477,0.2691361904144287,0.2651674747467041,0.26542019844055176,0.2672419548034668,0.2727813720703125,0.26874423027038574,0.26766514778137207,0.2680642604827881,0.2656724452972412
2000,1000,adam,20,32,cpu,False,1000,2,13.781920433044434,0.5395538806915283,0.4926917552947998,0.472365140914917,0.4825150966644287,0.4665563106536865,0.444521427154541,0.4479227066040039,0.4541037082672119,0.4591550827026367,0.46108341217041016,0.46913790702819824,0.461672306060791,0.4808375835418701,0.4698011875152588,0.47666096687316895,0.4703993797302246,0.4664769172668457,0.4639585018157959,0.46532225608825684,0.4703996181488037
2000,1000,adam,20,32,cpu,False,1000,4,101.06166076660156,1.0375261306762695,0.8942980766296387,0.9024801254272461,0.9089565277099609,0.9140000343322754,0.93379807472229,0.8969340324401855,0.8600146770477295,0.8641409873962402,0.8653528690338135,0.8949480056762695,0.9587101936340332,0.9825665950775146,1.0062932968139648,0.9757685661315918,0.9701430797576904,0.9636545181274414,0.9014804363250732,0.9347710609436035,0.9380900859832764
2000,1000,adam,20,32,cpu,False,1000,8,190.0174560546875,2.093306303024292,1.9094176292419434,1.835897445678711,1.8478853702545166,1.8542797565460205,1.8462457656860352,1.836249828338623,1.7300424575805664,1.8444669246673584,1.8519973754882812,1.9892017841339111,2.1041221618652344,2.122285842895508,2.069242000579834,1.9969909191131592,1.9509506225585938,1.946408987045288,1.9709155559539795,1.9820291996002197,1.9882001876831055
2000,1000,adam,20,32,cpu,False,1000,16,25.29179573059082,4.137936353683472,3.860048770904541,3.6699059009552,3.80418062210083,3.8038573265075684,3.833527088165283,3.8154196739196777,3.7890079021453857,3.7957663536071777,3.9462244510650635,4.118652820587158,4.195528030395508,4.237915754318237,4.2433953285217285,4.248669385910034,4.2269628047943115,4.254832029342651,4.25975489616394,4.210526466369629,4.254922389984131
